original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
that is for the future .,that,is,is,that,that is for the future .
"scientists call the new class of genes tumor-suppressors , or simply anti-cancer genes .",scientists,call,call,scientists,"scientists call the new class of genes tumor-suppressors , or simply anti-cancer genes ."
"to date , scientists have fingered two of these cancer-suppressors .",scientists,fingered,fingered,scientists,"to date , scientists have fingered two of these cancer-suppressors ."
they have about seven candidates .,they,have,have,they,they have about seven candidates .
"researchers say the inactivation of tumor-suppressor genes , alone or in combination , appears crucial to the development of such scourges as cancer of the brain , the skin , kidney , prostate , and cervix .",researchers,say,say appears,researchers inactivation,"researchers say the inactivation of tumor-suppressor genes , alone or in combination , appears crucial to the development of such scourges as cancer of the brain , the skin , kidney , prostate , and cervix ."
"he theorized that in the eye cancer , an infant inherited a damaged copy of a gene from one parent and a normal copy from the other .",he,theorized,theorized inherited,he infant,"he theorized that in the eye cancer , an infant inherited a damaged copy of a gene from one parent and a normal copy from the other ."
under a microscope he could actually see that a bit of chromosome 13 was missing .,he,see,was see,bit he,under a microscope he could actually see that a bit of chromosome 13 was missing .
he assumed the missing piece contained a gene or genes whose loss had a critical role in setting off the cancer .,he,assumed,assumed had contained,he loss piece,he assumed the missing piece contained a gene or genes whose loss had a critical role in setting off the cancer .
"by analyzing cells extracted from eye tumors , they found defects in the second copy of chromosome 13 in the exact area as in the first copy of the chromosome .",they,found,found,they,"by analyzing cells extracted from eye tumors , they found defects in the second copy of chromosome 13 in the exact area as in the first copy of the chromosome ."
it was the first time anyone had showed that the loss of both copies of the same gene could lead to the eruption of a cancer .,it,was,was lead showed,it loss anyone,it was the first time anyone had showed that the loss of both copies of the same gene could lead to the eruption of a cancer .
it was an audacious claim .,it,was,was,it,it was an audacious claim .
"they began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells .",they,began,began,they,"they began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells ."
they focused on chromosome 17 .,they,focused,focused,they,they focused on chromosome 17 .
"still , caution is advisable .",caution,is,is,caution,"still , caution is advisable ."
"he already has achieved vertical integration on a limited scale : quebecor can put a weekly newspaper on almost any quebec doorstep without using outside help , from chopping down the tree to making the newsprint to flinging it up onto the porch .",he,achieved,achieved put,he quebecor,"he already has achieved vertical integration on a limited scale : quebecor can put a weekly newspaper on almost any quebec doorstep without using outside help , from chopping down the tree to making the newsprint to flinging it up onto the porch ."
"quebecor also publishes a second tabloid in montreal , the struggling 18-month-old montreal daily news ; dailies in quebec city and winnipeg , manitoba ; and dozens of weeklies covering most of quebec .",quebecor,publishes,publishes,quebecor,"quebecor also publishes a second tabloid in montreal , the struggling 18-month-old montreal daily news ; dailies in quebec city and winnipeg , manitoba ; and dozens of weeklies covering most of quebec ."
"after a recent merger , it is also the only province-wide distributor of magazines and newspapers in quebec .",it,is,is,it,"after a recent merger , it is also the only province-wide distributor of magazines and newspapers in quebec ."
it will have 61 plants from coast to coast and $ 1.5 billion in annual sales .,it,have,have,it,it will have 61 plants from coast to coast and $ 1.5 billion in annual sales .
quebecor will own 57.5 % of the new subsidiary .,quebecor,own,own,quebecor,quebecor will own 57.5 % of the new subsidiary .
"last october , quebecor bought 23 canadian printing plants from bce inc. , a montreal telecommunications , manufacturing , energy and real estate company .",quebecor,bought,bought,quebecor,"last october , quebecor bought 23 canadian printing plants from bce inc. , a montreal telecommunications , manufacturing , energy and real estate company ."
but she said the state currently has 35 appointed judges who are over 70 .,she,said,said has,she state,but she said the state currently has 35 appointed judges who are over 70 .
